104
1
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
159.500000	119.500000
